isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid,FF_12_consumer_combined,FF_12_consumer_combined_text
FR22605392614,2018,Other,"Ives, Istiaq",Chairman and Chief Executive Officer,336000,13.2,17.4,29208,NA,NA,9,Shops
FR22605392614,2017,Other,"Ives, Istiaq",Chairman and Chief Executive Officer,386000,10.2,13.6,28332,NA,NA,9,Shops
FR22605392614,2016,Other,"Ives, Istiaq",Chairman and Chief Executive Officer,400000,14.6,19,27432,NA,NA,9,Shops
FR22605392614,2015,Other,"Ives, Istiaq",Chairman and Chief Executive Officer,486000,12.2,16.7,27552,NA,NA,9,Shops
FR22806049990,2021,Other,"Cloud, Mitchell",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,10,Healthcare
FR22806049990,2020,Other,"Khuu, Stephanie",CEO,NA,NA,NA,NA,NA,NA,10,Healthcare
FR22806049990,2019,Other,"Khuu, Stephanie",CEO,417227,364264,374390,NA,NA,NA,10,Healthcare
FR22806049990,2018,Other,"Khuu, Stephanie",CEO,288903,232352,243667,NA,NA,NA,10,Healthcare
FR22806049990,2017,Other,"Khuu, Stephanie",CEO,453818,330554,342294,NA,NA,NA,10,Healthcare
FR22806049990,2016,Other,"Khuu, Stephanie",CEO,200000,-25722,-14375,NA,NA,NA,10,Healthcare
FR22806049990,2015,Other,"Khuu, Stephanie",CEO,NA,NA,NA,NA,NA,NA,10,Healthcare
FR23168434261,2021,Other,"Bland, Cecelia",CEO,485000,NA,NA,NA,NA,NA,NA,NA
FR23168434261,2020,Other,"Bland, Cecelia",CEO,190000,NA,NA,NA,NA,NA,NA,NA
FR23168434261,2019,Other,"Bland, Cecelia",CEO,190000,NA,NA,NA,NA,NA,NA,NA
FR23168434261,2018,Other,"Weldehiwet, Charmas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR23168434261,2017,Other,"Weldehiwet, Charmas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR23168434261,2016,Other,"Weldehiwet, Charmas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR23168434261,2015,Other,"Weldehiwet, Charmas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR23540711482,2021,Other,"Blackbear, Addam",CEO,1381012,22.03,28.82,46534,35567,NA,6,Business Equipment
FR23540711482,2020,Other,"Blackbear, Addam",CEO,672743,6.12,8.33,NA,NA,NA,6,Business Equipment
FR23540711482,2019,Other,"Blackbear, Addam",CEO,1076335,22.36,32.96,NA,NA,NA,6,Business Equipment
FR23540711482,2018,Other,"Blackbear, Addam",CEO,1065734,21.51,31.44,NA,NA,NA,6,Business Equipment
FR23540711482,2017,Other,"Blackbear, Addam",CEO,1111228,20.67,26.39,NA,NA,NA,6,Business Equipment
FR23540711482,2016,Other,"Blackbear, Addam",CEO,892961,15.24,16.89,NA,NA,NA,6,Business Equipment
FR23540711482,2015,Other,"Blackbear, Addam",CEO,720224,20.09,23.04,NA,NA,NA,6,Business Equipment
FR24316066988,2021,Other,"Rios, Marcos",CEO,439170,NA,NA,NA,NA,NA,6,Business Equipment
FR24316066988,2020,Other,"Rios, Marcos",CEO,394900,NA,NA,NA,NA,NA,6,Business Equipment
FR24316066988,2019,Other,"Rios, Marcos",CEO,983343,NA,NA,NA,NA,NA,6,Business Equipment
FR24316066988,2018,Other,"Rios, Marcos",CEO,419306,NA,NA,NA,NA,NA,6,Business Equipment
FR24316066988,2017,Other,"Rios, Marcos",CEO,346948,NA,NA,NA,NA,NA,6,Business Equipment
FR24316066988,2016,Other,"Rios, Marcos",CEO,361225,NA,NA,NA,NA,NA,6,Business Equipment
FR24316066988,2015,Other,"Rios, Marcos",CEO,364524,NA,NA,NA,NA,NA,6,Business Equipment
FR24454636925,2021,Other,"el-Qazi, Mushtaaqa",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR24454636925,2020,Other,"el-Qazi, Mushtaaqa",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR24454636925,2019,Other,"Suto, Yvesvince",CEO,157200,NA,NA,NA,NA,NA,NA,NA
FR24454636925,2018,Other,"Suto, Yvesvince",CEO,157200,NA,NA,NA,NA,NA,NA,NA
FR24454636925,2017,Other,"Suto, Yvesvince",CEO,157200,NA,NA,NA,NA,NA,NA,NA
FR24454636925,2016,Other,"el-Qazi, Mushtaaqa",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR24454636925,2015,Other,"el-Qazi, Mushtaaqa",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR24679450276,2021,Other,"Lopez, Cody",Chairman and Chief Executive Officer,515503,4.1,6.4,NA,NA,NA,12,Other
FR24679450276,2020,Other,"Lopez, Cody",Chairman and Chief Executive Officer,459695,4.6,7.4,NA,NA,NA,12,Other
FR24679450276,2019,Other,"Lopez, Cody",Chairman and Chief Executive Officer,486601,7.4,15,NA,NA,NA,12,Other
FR24679450276,2018,Other,"Lopez, Cody",Chairman and Chief Executive Officer,535248,7.2,17.7,NA,NA,NA,12,Other
FR24679450276,2017,Other,"Lopez, Cody",Chairman and Chief Executive Officer,617558,6.5,15.3,NA,NA,NA,12,Other
FR24679450276,2016,Other,"Lopez, Cody",Chairman and Chief Executive Officer,598011,5.6,10.8,NA,NA,NA,12,Other
FR24679450276,2015,Other,"Lopez, Cody",Chairman and Chief Executive Officer,399164,6.6,13.4,NA,NA,NA,12,Other
FR24810769784,2021,Other,"Brooks, Jay",CEO,648826,3.33,3.38,NA,NA,NA,10,Healthcare
FR24810769784,2020,Other,"Brooks, Jay",CEO,710925,3.39,2.94,NA,NA,NA,10,Healthcare
FR24810769784,2019,Other,"Brooks, Jay",CEO,266475,NA,NA,NA,NA,NA,10,Healthcare
FR24810769784,2018,Other,"Brooks, Jay",CEO,387230,4.39,5.93,NA,NA,NA,10,Healthcare
FR24810769784,2017,Other,"Brooks, Jay",CEO,464155,4.38,5.31,NA,NA,NA,10,Healthcare
FR24810769784,2016,Other,"Brooks, Jay",CEO,3114249,10.87,19.17,NA,NA,NA,10,Healthcare
FR24810769784,2015,Other,"Brooks, Jay",CEO,803207,4.5,5.2,NA,NA,NA,10,Healthcare
FR25197348418,2021,Other,"Black, Tyler",General Manager,NA,NA,NA,NA,NA,NA,1,Consumer
FR25197348418,2020,Other,"Black, Tyler",General Manager,1169923,39.19,48.7,38805,NA,NA,1,Consumer
FR25197348418,2019,Other,"Black, Tyler",General Manager,1302771,26.21,33.81,38286,NA,NA,1,Consumer
FR25197348418,2018,Other,"Black, Tyler",General Manager,829888,34.1,34.1,36211,NA,NA,1,Consumer
FR25197348418,2017,Other,"Black, Tyler",General Manager,1135341,53.6,53.6,36203,NA,NA,1,Consumer
FR25197348418,2016,Other,"Black, Tyler",General Manager,1604033,51.69,51.69,34362,NA,NA,1,Consumer
FR25197348418,2015,Other,"Black, Tyler",General Manager,1509242,30.16,34.57,44487,NA,NA,1,Consumer
FR26443846992,2021,Other,"Buels, Jordan",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR26443846992,2020,Other,"Buels, Jordan",Chairman and Chief Executive Officer,161811,5,5.7,NA,NA,NA,6,Business Equipment
FR26443846992,2019,Other,"Buels, Jordan",Chairman and Chief Executive Officer,195252,6.3,6,NA,NA,NA,6,Business Equipment
FR26443846992,2018,Other,"Buels, Jordan",Chairman and Chief Executive Officer,258953,7.7,7.4,NA,NA,NA,6,Business Equipment
FR26443846992,2017,Other,"Buels, Jordan",Chairman and Chief Executive Officer,251567,7,8.4,NA,NA,NA,6,Business Equipment
FR26443846992,2016,Other,"Buels, Jordan",Chairman and Chief Executive Officer,261281,7.6,8,NA,NA,NA,6,Business Equipment
FR26443846992,2015,Other,"Buels, Jordan",Chairman and Chief Executive Officer,206188,6.9,6.6,NA,NA,NA,6,Business Equipment
FR26570187418,2021,Other,"Bosch, Bethany",CEO,18738,NA,NA,NA,NA,NA,10,Healthcare
FR26570187418,2020,Other,"Bosch, Bethany",CEO,277297,5,6.7,47944,41317,NA,10,Healthcare
FR26570187418,2019,Other,"Bosch, Bethany",CEO,187390,4.6,6.3,42840,37781,NA,10,Healthcare
FR26570187418,2018,Other,"Bosch, Bethany",CEO,221339,3.74,4.21,NA,NA,NA,10,Healthcare
FR26570187418,2017,Other,"Bosch, Bethany",CEO,750671,NA,NA,NA,NA,NA,10,Healthcare
FR26570187418,2016,Other,"Bosch, Bethany",CEO,193208,NA,NA,NA,NA,NA,10,Healthcare
FR26570187418,2015,Other,"Bosch, Bethany",CEO,NA,NA,NA,NA,NA,NA,10,Healthcare
FR27024752884,2021,Other,"Williams, Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR27024752884,2020,Other,"Williams, Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR27024752884,2019,Other,"Williams, Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR27024752884,2018,Other,"Williams, Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR27024752884,2017,Other,"Williams, Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR27024752884,2016,Other,"Williams, Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR27024752884,2015,Other,"Williams, Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR27621962081,2021,Other,"Davis, Kiana",Chairman and Chief Executive Officer,240000,7.4,8.6,32216,27819,NA,12,Other
FR27621962081,2020,Other,"Davis, Kiana",Chairman and Chief Executive Officer,240000,0.9,0.9,269588,261478,NA,12,Other
FR27621962081,2019,Other,"Davis, Kiana",Chairman and Chief Executive Officer,NA,0.9,0.9,271665,279162,NA,12,Other
FR27621962081,2018,Other,"Davis, Kiana",Chairman and Chief Executive Officer,NA,0.8,0.8,285831,285831,NA,12,Other
FR27621962081,2017,Other,"Davis, Kiana",Chairman and Chief Executive Officer,240000,1.5,1.9,163774,128600,NA,12,Other
FR27621962081,2016,Other,"Davis, Kiana",Chairman and Chief Executive Officer,240000,1.3,1.3,180905,181448,NA,12,Other
FR27621962081,2015,Other,"Davis, Kiana",Chairman and Chief Executive Officer,240000,1.9,2.3,125720,105851,NA,12,Other
FR27895890618,2021,Other,"Li, David",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR27895890618,2020,Other,"Li, David",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR27895890618,2019,Other,"Li, David",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR27895890618,2018,Other,"Tucker, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR27895890618,2017,Other,"Tucker, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR27895890618,2016,Other,"Tucker, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR27895890618,2015,Other,"Tucker, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR30272210228,2021,Other,"Lattany, David",CEO,1568615,15.85,18.93,NA,NA,NA,10,Healthcare
FR30272210228,2020,Other,"Lattany, David",CEO,932678,8.68,10.6,NA,NA,NA,10,Healthcare
FR30272210228,2019,Other,"Lattany, David",CEO,1292483,17.83,21.87,NA,NA,NA,10,Healthcare
FR30272210228,2018,Other,"Lattany, David",CEO,1413286,21.14,26.54,NA,NA,NA,10,Healthcare
FR30272210228,2017,Other,"Lattany, David",CEO,761742,14.94,17.84,NA,NA,NA,10,Healthcare
FR30272210228,2016,Other,"Lattany, David",CEO,1235799,17.87,22.01,NA,NA,NA,10,Healthcare
FR30272210228,2015,Other,"Lattany, David",CEO,885126,12.02,14.32,NA,NA,NA,10,Healthcare
FR30506358547,2021,Other,"Ruybal, Manuel",CEO,425000,4.11,6.45,60790,38759,NA,12,Other
FR30506358547,2020,Other,"Ruybal, Manuel",CEO,560000,4.97,6.99,66065,46945,NA,12,Other
FR30506358547,2019,Other,"Ruybal, Manuel",CEO,1206184,8.55,12.86,59323,39408,NA,12,Other
FR30506358547,2018,Other,"Ruybal, Manuel",CEO,514443,9.65,12.26,53289,41965,NA,12,Other
FR30506358547,2017,Other,"Ruybal, Manuel",CEO,353126,8.97,9.79,59274,54310,NA,12,Other
FR30506358547,2016,Other,"Ruybal, Manuel",CEO,575047,NA,NA,NA,NA,NA,12,Other
FR30506358547,2015,Other,"Ruybal, Manuel",CEO,549748,NA,NA,NA,NA,NA,12,Other
FR30728382924,2021,Other,"Mccreedy, Aaron",CEO,467867,6.2,7.41,NA,NA,NA,12,Other
FR30728382924,2020,Other,"Mccreedy, Aaron",CEO,256200,7.66,5.07,NA,NA,NA,12,Other
FR30728382924,2019,Other,"Mccreedy, Aaron",CEO,291198,NA,NA,NA,NA,NA,12,Other
FR30728382924,2018,Other,"Mccreedy, Aaron",CEO,255600,NA,NA,NA,NA,NA,12,Other
FR30728382924,2017,Other,"Mccreedy, Aaron",CEO,255600,NA,NA,NA,NA,NA,12,Other
FR30728382924,2016,Other,"Mccreedy, Aaron",CEO,194600,NA,NA,NA,NA,NA,12,Other
FR30728382924,2015,Other,"Mccreedy, Aaron",CEO,204600,NA,NA,NA,NA,NA,12,Other
FR31528626983,2021,Other,"Thanh, Annabel",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA,6,Business Equipment
FR31528626983,2020,Other,"Thanh, Annabel",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA,6,Business Equipment
FR31528626983,2019,Other,"Thanh, Annabel",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA,6,Business Equipment
FR31528626983,2018,Other,"Thanh, Annabel",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA,6,Business Equipment
FR31528626983,2017,Other,"Thanh, Annabel",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA,6,Business Equipment
FR31528626983,2016,Other,"Thanh, Annabel",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA,6,Business Equipment
FR31528626983,2015,Other,"Thanh, Annabel",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA,6,Business Equipment
FR31990639581,2021,Other,"al-Bacho, Hanaan",CEO,0,0,0,48409,28189,NA,11,Finance
FR31990639581,2020,Other,"al-Bacho, Hanaan",CEO,0,6.01,11.85,49343,25028,NA,11,Finance
FR31990639581,2019,Other,"al-Bacho, Hanaan",CEO,0,5.11,8.67,56656,33403,NA,11,Finance
FR31990639581,2018,Other,"al-Bacho, Hanaan",CEO,185000,3.12,3.33,59316,55497,NA,11,Finance
FR31990639581,2017,Other,"al-Bacho, Hanaan",CEO,253000,4.03,4.12,62812,61464,NA,11,Finance
FR31990639581,2016,Other,"al-Bacho, Hanaan",CEO,253000,4.26,4.56,59335,55477,NA,11,Finance
FR31990639581,2015,Other,"al-Bacho, Hanaan",CEO,253000,4.18,4.19,60516,60341,NA,11,Finance
FR33079313184,2021,Other,"Brown, Dominique",Chairman and Chief Executive Officer,1075089,7.8,8.4,NA,NA,NA,12,Other
FR33079313184,2020,Other,"Brown, Dominique",Chairman and Chief Executive Officer,713282,8.5,10.2,NA,NA,NA,12,Other
FR33079313184,2019,Other,"Brown, Dominique",Chairman and Chief Executive Officer,1210499,8.9,10.9,NA,NA,NA,12,Other
FR33079313184,2018,Other,"Brown, Dominique",Chairman and Chief Executive Officer,604104,7.3,8.5,NA,NA,NA,12,Other
FR33079313184,2017,Other,"Brown, Dominique",Chairman and Chief Executive Officer,350427,6.8,8.3,NA,NA,NA,12,Other
FR33079313184,2016,Other,"Brown, Dominique",Chairman and Chief Executive Officer,775147,6.6,7.7,NA,NA,NA,12,Other
FR33079313184,2015,Other,"Brown, Dominique",Chairman and Chief Executive Officer,NA,6.9,8.4,NA,NA,NA,12,Other
FR33247327909,2021,Other,"Schorle, Austin",Chairman and Chief Executive Officer,611200,3.83,4.64,NA,NA,NA,6,Business Equipment
FR33247327909,2020,Other,"Schorle, Austin",Chairman and Chief Executive Officer,506533,3.93,4.77,NA,NA,NA,6,Business Equipment
FR33247327909,2019,Other,"Schorle, Austin",Chairman and Chief Executive Officer,666166,4.51,5.3,NA,NA,NA,6,Business Equipment
FR33247327909,2018,Other,"Schorle, Austin",Chairman and Chief Executive Officer,290600,7.64,8.64,NA,NA,NA,6,Business Equipment
FR33247327909,2017,Other,"Schorle, Austin",Chairman and Chief Executive Officer,560984,5.52,6.5,NA,NA,NA,6,Business Equipment
FR33247327909,2016,Other,"Schorle, Austin",Chairman and Chief Executive Officer,457640,7.67,9.07,NA,NA,NA,6,Business Equipment
FR33247327909,2015,Other,"Schorle, Austin",Chairman and Chief Executive Officer,550000,8.93,10.12,NA,NA,NA,6,Business Equipment
FR33321285946,2021,Other,"Barron, Lehanna",General Manager,842911,18,21,47462,40833,NA,10,Healthcare
FR33321285946,2020,Other,"Barron, Lehanna",General Manager,879450,17,20,NA,NA,NA,10,Healthcare
FR33321285946,2019,Other,"Barron, Lehanna",General Manager,799053,NA,NA,NA,NA,NA,10,Healthcare
FR33321285946,2018,Other,"Barron, Lehanna",General Manager,925700,NA,NA,NA,NA,NA,10,Healthcare
FR33321285946,2017,Other,"Barron, Lehanna",General Manager,932797,NA,NA,NA,NA,NA,10,Healthcare
FR33321285946,2016,Other,"Barron, Lehanna",General Manager,865521,NA,NA,NA,NA,NA,10,Healthcare
FR33321285946,2015,Other,"Barron, Lehanna",General Manager,NA,NA,NA,NA,NA,NA,10,Healthcare
FR33388707880,2021,Other,"Uribe, Troy",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR33388707880,2020,Other,"Boyd, Tianna",CEO,0,NA,NA,NA,NA,NA,NA,NA
FR33388707880,2019,Other,"Uribe, Troy",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR33388707880,2018,Other,"Uribe, Troy",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR33388707880,2017,Other,"Uribe, Troy",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR33388707880,2016,Other,"Uribe, Troy",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR33388707880,2015,Other,"Uribe, Troy",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR34107052048,2021,Other,"Ross, Malcolm",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR34107052048,2020,Other,"Ross, Malcolm",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR34107052048,2019,Other,"Ross, Malcolm",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR34107052048,2018,Other,"Ross, Malcolm",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR34107052048,2017,Other,"Ross, Malcolm",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR34107052048,2016,Other,"Ross, Malcolm",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR34107052048,2015,Other,"Ross, Malcolm",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR34479432031,2021,Other,"Martinez, Brandon",CEO,127400,2.46,3.13,52000,41000,NA,12,Other
FR34479432031,2020,Other,"Martinez, Brandon",CEO,191700,3.84,3.88,50000,49000,NA,12,Other
FR34479432031,2019,Other,"Martinez, Brandon",CEO,269860,3.2,4,75000,NA,NA,12,Other
FR34479432031,2018,Other,"Martinez, Brandon",CEO,282000,4.19,5.06,67000,NA,NA,12,Other
FR34479432031,2017,Other,"Martinez, Brandon",CEO,195000,2.64,3.33,NA,NA,NA,12,Other
FR34479432031,2016,Other,"Martinez, Brandon",CEO,125000,1.74,2.38,NA,NA,NA,12,Other
FR34479432031,2015,Other,"Martinez, Brandon",CEO,412000,7.47,9.28,55000,44000,NA,12,Other
FR34656275792,2021,Other,"Sparks, Christian",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR34656275792,2020,Other,"Sparks, Christian",Chairman and Chief Executive Officer,578146,7.4,9.3,78000,NA,NA,6,Business Equipment
FR34656275792,2019,Other,"Sparks, Christian",Chairman and Chief Executive Officer,435568,5.6,7.1,NA,NA,NA,6,Business Equipment
FR34656275792,2018,Other,"Sparks, Christian",Chairman and Chief Executive Officer,404700,3.9,6.3,NA,NA,NA,6,Business Equipment
FR34656275792,2017,Other,"Sparks, Christian",Chairman and Chief Executive Officer,414641,4,5,NA,NA,NA,6,Business Equipment
FR34656275792,2016,Other,"Sparks, Christian",Chairman and Chief Executive Officer,391954,5.3,7,NA,NA,NA,6,Business Equipment
FR34656275792,2015,Other,"Sparks, Christian",Chairman and Chief Executive Officer,472652,5.85,6.75,74000,NA,NA,6,Business Equipment
FR34796184341,2021,Other,"Johns, Dustin",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,12,Other
FR34796184341,2020,Other,"Johns, Dustin",Chairman and Chief Executive Officer,922000,NA,NA,NA,NA,NA,12,Other
FR34796184341,2019,Other,"Johns, Dustin",Chairman and Chief Executive Officer,1217000,NA,NA,NA,NA,NA,12,Other
FR34796184341,2018,Other,"Johns, Dustin",Chairman and Chief Executive Officer,1209000,NA,NA,NA,NA,NA,12,Other
FR34796184341,2017,Other,"Johns, Dustin",Chairman and Chief Executive Officer,1646000,NA,NA,NA,NA,NA,12,Other
FR34796184341,2016,Other,"Johns, Dustin",Chairman and Chief Executive Officer,1862000,NA,NA,NA,NA,NA,12,Other
FR34796184341,2015,Other,"Johns, Dustin",Chairman and Chief Executive Officer,1665000,NA,NA,NA,NA,NA,12,Other
FR35077249608,2021,Other,"Aryan, Bailey",CEO,NA,NA,NA,NA,NA,NA,10,Healthcare
FR35077249608,2020,Other,"Aryan, Bailey",CEO,432004,3.2,5.7,143000,81000,NA,10,Healthcare
FR35077249608,2019,Other,"Aryan, Bailey",CEO,397525,3.3,5.4,125000,76000,NA,10,Healthcare
FR35077249608,2018,Other,"Aryan, Bailey",CEO,372338,3.5,5.3,113000,75000,NA,10,Healthcare
FR35077249608,2017,Other,"Aryan, Bailey",CEO,352972,3.8,5.4,96000,67000,NA,10,Healthcare
FR35077249608,2016,Other,"Aryan, Bailey",CEO,365760,3.7,5.2,91000,65000,NA,10,Healthcare
FR35077249608,2015,Other,"Aryan, Bailey",CEO,335688,3.9,5.3,86000,63000,NA,10,Healthcare
FR35683948733,2021,Other,"Nguyen, Asianna",CEO,9135000,3.64,5.11,NA,NA,NA,11,Finance
FR35683948733,2020,Other,"Nguyen, Asianna",CEO,5789000,4.07,5.89,NA,NA,NA,11,Finance
FR35683948733,2019,Other,"Nguyen, Asianna",CEO,5741000,4.5,6.51,NA,NA,NA,11,Finance
FR35683948733,2018,Other,"Nguyen, Asianna",CEO,577500,4.06,3.16,NA,NA,NA,11,Finance
FR35683948733,2017,Other,"Nguyen, Asianna",CEO,577500,4.8,9.04,NA,NA,NA,11,Finance
FR35683948733,2016,Other,"Nguyen, Asianna",CEO,577500,5.22,9.07,NA,NA,NA,11,Finance
FR35683948733,2015,Other,"Nguyen, Asianna",CEO,577500,5.65,8.46,NA,NA,NA,11,Finance
FR35852235576,2021,Other,"Roybal III, Karen",Chairman and Chief Executive Officer,365033,4,5,81586,61146,NA,NA,NA
FR35852235576,2020,Other,"Roybal III, Karen",Chairman and Chief Executive Officer,366759,4.5,6,81586,61146,NA,NA,NA
FR35852235576,2019,Other,"Roybal III, Karen",Chairman and Chief Executive Officer,321600,NA,NA,NA,NA,NA,NA,NA
FR35852235576,2018,Other,"Roybal III, Karen",Chairman and Chief Executive Officer,317148,NA,NA,NA,NA,NA,NA,NA
FR35852235576,2017,Other,"Roybal III, Karen",Chairman and Chief Executive Officer,367146,NA,NA,NA,NA,NA,NA,NA
FR35852235576,2016,Other,"Borgeson, Ryan",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR35852235576,2015,Other,"Borgeson, Ryan",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR37625264227,2021,Other,"More, Kylene",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,1,Consumer
FR37625264227,2020,Other,"More, Kylene",Chairman and Chief Executive Officer,362820,3.23,3.05,NA,NA,NA,1,Consumer
FR37625264227,2019,Other,"More, Kylene",Chairman and Chief Executive Officer,378142,2.71,2.65,NA,NA,NA,1,Consumer
FR37625264227,2018,Other,"More, Kylene",Chairman and Chief Executive Officer,390245,3.08,2.98,NA,NA,NA,1,Consumer
FR37625264227,2017,Other,"More, Kylene",Chairman and Chief Executive Officer,380764,3.05,2.95,NA,NA,NA,1,Consumer
FR37625264227,2016,Other,"More, Kylene",Chairman and Chief Executive Officer,347930,2.67,2.54,NA,NA,NA,1,Consumer
FR37625264227,2015,Other,"More, Kylene",Chairman and Chief Executive Officer,316200,2.46,2.34,NA,NA,NA,1,Consumer
FR37941181552,2021,Other,"Vega, Sabrina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR37941181552,2020,Other,"Vega, Sabrina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR37941181552,2019,Other,"Vega, Sabrina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR37941181552,2018,Other,"Vega, Sabrina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR37941181552,2017,Other,"Vega, Sabrina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR37941181552,2016,Other,"Vega, Sabrina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR37941181552,2015,Other,"Vega, Sabrina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR38826748544,2021,Other,"Estes, Katherine",CEO,818016,10.7,11.9,50100,45100,NA,NA,NA
FR38826748544,2020,Other,"Estes, Katherine",CEO,1724223,NA,NA,NA,NA,NA,NA,NA
FR38826748544,2019,Other,"Estes, Katherine",CEO,1156847,NA,NA,NA,NA,NA,NA,NA
FR38826748544,2018,Other,"Estes, Katherine",CEO,1405395,NA,NA,NA,NA,NA,NA,NA
FR38826748544,2017,Other,"Putnam, Gavin",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR38826748544,2016,Other,"Putnam, Gavin",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR38826748544,2015,Other,"Putnam, Gavin",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR38994197659,2021,Other,"Hildebrand, Brittany",CEO,225000,1.1,1.1,NA,NA,NA,NA,NA
FR38994197659,2020,Other,"Hildebrand, Brittany",CEO,225000,NA,NA,NA,NA,NA,NA,NA
FR38994197659,2019,Other,"Hildebrand, Brittany",CEO,192850,1,1,NA,NA,NA,NA,NA
FR38994197659,2018,Other,"Hildebrand, Brittany",CEO,225000,0.9,0.9,NA,NA,NA,NA,NA
FR38994197659,2017,Other,"Hildebrand, Brittany",CEO,74620,0,0,NA,NA,NA,NA,NA
FR38994197659,2016,Other,"Hildebrand, Brittany",CEO,556289,3.2,3.6,NA,NA,NA,NA,NA
FR38994197659,2015,Other,"Hildebrand, Brittany",CEO,539719,2.8,3.1,NA,NA,NA,NA,NA
FR40877736234,2021,Other,"Masters, Lucas",CEO,271801,4.68,5.84,58363,46758,NA,11,Finance
FR40877736234,2020,Other,"Masters, Lucas",CEO,271640,4.68,5.81,52733,42464,NA,11,Finance
FR40877736234,2019,Other,"Masters, Lucas",CEO,263979,4.4,5.43,NA,NA,NA,11,Finance
FR40877736234,2018,Other,"Masters, Lucas",CEO,242056,4.53,5.5,53395,44032,NA,11,Finance
FR40877736234,2017,Other,"Masters, Lucas",CEO,268544,NA,NA,NA,NA,NA,11,Finance
FR40877736234,2016,Other,"Masters, Lucas",CEO,601625,NA,NA,NA,NA,NA,11,Finance
FR40877736234,2015,Other,"Masters, Lucas",CEO,201626,NA,NA,NA,NA,NA,11,Finance
FR41453977828,2021,Other,"Scheiler, Dalton",CEO,189015,4.66,5.75,52671,45002,NA,12,Other
FR41453977828,2020,Other,"Scheiler, Dalton",CEO,188882,4.75,5.83,40449,32836,NA,12,Other
FR41453977828,2019,Other,"Scheiler, Dalton",CEO,190636,4.8,5.88,39757,32411,NA,12,Other
