isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid
FR25239435860,2018,Other,"Gibbs, Devin",Chairman and Chief Executive Officer,502000,9,10.25,40000,NA,NA
FR25239435860,2017,Other,"Gibbs, Devin",Chairman and Chief Executive Officer,1009000,6.83,7.31,37000,NA,NA
FR25239435860,2016,Other,"Gibbs, Devin",Chairman and Chief Executive Officer,187000,10.63,12.95,38000,NA,NA
FR25239435860,2015,Other,"Gibbs, Devin",Chairman and Chief Executive Officer,167000,4.61,4.55,38000,NA,NA
FR25714671686,2021,Other,"Aguirre, Lun",CEO,648826,3.33,3.38,NA,NA,NA
FR25714671686,2020,Other,"Aguirre, Lun",CEO,710925,3.39,2.94,NA,NA,NA
FR25714671686,2019,Other,"Aguirre, Lun",CEO,266475,NA,NA,NA,NA,NA
FR25714671686,2018,Other,"Aguirre, Lun",CEO,387230,4.39,5.93,NA,NA,NA
FR25714671686,2017,Other,"Aguirre, Lun",CEO,464155,4.38,5.31,NA,NA,NA
FR25714671686,2016,Other,"Aguirre, Lun",CEO,3114249,10.87,19.17,NA,NA,NA
FR25714671686,2015,Other,"Aguirre, Lun",CEO,803207,4.5,5.2,NA,NA,NA
FR26083059620,2021,Other,"Dickerson, Chase",CEO,NA,NA,NA,NA,NA,NA
FR26083059620,2020,Other,"Dickerson, Chase",CEO,643000,5.3,NA,28018,NA,87
FR26083059620,2019,Other,"Dickerson, Chase",CEO,132000,NA,NA,NA,NA,NA
FR26083059620,2018,Other,"Dickerson, Chase",CEO,135000,NA,NA,NA,NA,NA
FR26083059620,2017,Other,"Dickerson, Chase",CEO,NA,NA,NA,NA,NA,NA
FR26083059620,2016,Other,"Dickerson, Chase",CEO,NA,NA,NA,NA,NA,NA
FR26083059620,2015,Other,"Mendoza, Anthony",NA,NA,NA,NA,NA,NA,NA
FR26113658282,2021,Other,"Thao, Sara",Chairman and Chief Executive Officer,954531,2.8,6.8,NA,NA,NA
FR26113658282,2020,Other,"Thao, Sara",Chairman and Chief Executive Officer,736720,5.8,6.9,NA,NA,NA
FR26113658282,2019,Other,"Thao, Sara",Chairman and Chief Executive Officer,1115104,NA,NA,NA,NA,NA
FR26113658282,2018,Other,"Thao, Sara",Chairman and Chief Executive Officer,991964,NA,NA,NA,NA,NA
FR26113658282,2017,Other,"Thao, Sara",Chairman and Chief Executive Officer,560004,3.7,6.6,NA,NA,NA
FR26113658282,2016,Other,"Thao, Sara",Chairman and Chief Executive Officer,914640,9.4,13.3,NA,NA,NA
FR26113658282,2015,Other,"Thao, Sara",Chairman and Chief Executive Officer,89445,NA,NA,NA,NA,NA
FR26729780237,2021,Other,"Ward, Momodou Lamin",CEO,271205,NA,NA,NA,NA,NA
FR26729780237,2020,Other,"Ward, Momodou Lamin",CEO,166161,NA,NA,NA,NA,NA
FR26729780237,2019,Other,"Ward, Momodou Lamin",CEO,163474,NA,NA,NA,NA,NA
FR26729780237,2018,Other,"Norman, Terrell",NA,NA,NA,NA,NA,NA,NA
FR26729780237,2017,Other,"Norman, Terrell",NA,NA,NA,NA,NA,NA,NA
FR26729780237,2016,Other,"Norman, Terrell",NA,NA,NA,NA,NA,NA,NA
FR26729780237,2015,Other,"Norman, Terrell",NA,NA,NA,NA,NA,NA,NA
FR26969814559,2021,Other,"Udvari, Ariel",NA,NA,NA,NA,NA,NA,NA
FR26969814559,2020,Other,"Lewis, Brady",CEO,381229,NA,NA,NA,NA,NA
FR26969814559,2019,Other,"Lewis, Brady",CEO,313270,NA,NA,NA,NA,NA
FR26969814559,2018,Other,"Lewis, Brady",CEO,300848,NA,NA,NA,NA,NA
FR26969814559,2017,Other,"Udvari, Ariel",NA,NA,NA,NA,NA,NA,NA
FR26969814559,2016,Other,"Udvari, Ariel",NA,NA,NA,NA,NA,NA,NA
FR26969814559,2015,Other,"Udvari, Ariel",NA,NA,NA,NA,NA,NA,NA
FR27118137260,2021,Other,"Barnes, Kathryn",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR27118137260,2020,Other,"Barnes, Kathryn",Chairman and Chief Executive Officer,NA,15.48,18.28,NA,NA,NA
FR27118137260,2019,Other,"Barnes, Kathryn",Chairman and Chief Executive Officer,NA,15.58,19.62,NA,NA,NA
FR27118137260,2018,Other,"Barnes, Kathryn",Chairman and Chief Executive Officer,NA,13.68,19.82,NA,NA,NA
FR27118137260,2017,Other,"Barnes, Kathryn",Chairman and Chief Executive Officer,NA,11.84,19.11,NA,NA,NA
FR27118137260,2016,Other,"Barnes, Kathryn",Chairman and Chief Executive Officer,NA,14.06,18.56,NA,NA,NA
FR27118137260,2015,Other,"Barnes, Kathryn",Chairman and Chief Executive Officer,NA,16.16,22.33,NA,NA,NA
FR27855762341,2021,Other,"Won, Kira",Chairman and Chief Executive Officer,86700,NA,NA,NA,NA,NA
FR27855762341,2020,Other,"Won, Kira",Chairman and Chief Executive Officer,84000,1,1,84000,84000,NA
FR27855762341,2019,Other,"Won, Kira",Chairman and Chief Executive Officer,84000,1.09,1.06,76776,79440,NA
FR27855762341,2018,Other,"Won, Kira",Chairman and Chief Executive Officer,84000,1.11,1.08,75629,77121,NA
FR27855762341,2017,Other,"Won, Kira",Chairman and Chief Executive Officer,NA,1.17,1.1,71729,76428,NA
FR27855762341,2016,Other,"Won, Kira",Chairman and Chief Executive Officer,NA,1.31,1.33,63915,63218,NA
FR27855762341,2015,Other,"Won, Kira",Chairman and Chief Executive Officer,NA,1.2,1.35,70099,62186,NA
FR28266342617,2021,Other,"Ma, Roshan",CEO,2006761,16.38,23.24,NA,NA,NA
FR28266342617,2020,Other,"Ma, Roshan",CEO,1741472,19.27,26.48,NA,NA,NA
FR28266342617,2019,Other,"Ma, Roshan",CEO,2772270,32.14,42.12,NA,NA,NA
FR28266342617,2018,Other,"Ma, Roshan",CEO,4142530,6.3,10.22,NA,NA,NA
FR28266342617,2017,Other,"el-Salem, Shafeeqa",NA,NA,NA,NA,NA,NA,NA
FR28266342617,2016,Other,"el-Salem, Shafeeqa",NA,NA,NA,NA,NA,NA,NA
FR28266342617,2015,Other,"el-Salem, Shafeeqa",NA,NA,NA,NA,NA,NA,NA
FR28427679396,2021,Other,"Ghosh, Daniel",NA,NA,NA,NA,NA,NA,NA
FR28427679396,2020,Other,"Hall, Brittany",Chairman and Chief Executive Officer,57290,NA,NA,NA,NA,NA
FR28427679396,2019,Other,"Hall, Brittany",Chairman and Chief Executive Officer,21600,NA,NA,NA,NA,NA
FR28427679396,2018,Other,"Hall, Brittany",Chairman and Chief Executive Officer,22000,NA,NA,NA,NA,NA
FR28427679396,2017,Other,"Ghosh, Daniel",NA,NA,NA,NA,NA,NA,NA
FR28427679396,2016,Other,"Ghosh, Daniel",NA,NA,NA,NA,NA,NA,NA
FR28427679396,2015,Other,"Ghosh, Daniel",NA,NA,NA,NA,NA,NA,NA
FR28640255818,2021,Other,"Bocanegra, Joann",Chairman and Chief Executive Officer,710384,4.3,5.5,65609,51253,NA
FR28640255818,2020,Other,"Bocanegra, Joann",Chairman and Chief Executive Officer,490414,2.8,3.6,59632,46322,NA
FR28640255818,2019,Other,"Bocanegra, Joann",Chairman and Chief Executive Officer,373440,4.7,5.6,48273,40264,NA
FR28640255818,2018,Other,"Bocanegra, Joann",Chairman and Chief Executive Officer,200000,3.2,3.9,47372,38066,NA
FR28640255818,2017,Other,"Bocanegra, Joann",Chairman and Chief Executive Officer,150000,5.7,7.1,46509,37554,NA
FR28640255818,2016,Other,"Bocanegra, Joann",Chairman and Chief Executive Officer,731084,6.1,7.6,46347,37366,NA
FR28640255818,2015,Other,"Bocanegra, Joann",Chairman and Chief Executive Officer,289468,5.8,7.2,44381,35927,NA
FR29286622489,2021,Other,"Shorty, Ayala",Chairman and Chief Executive Officer,1470204.55,NA,NA,NA,NA,NA
FR29286622489,2020,Other,"Shorty, Ayala",Chairman and Chief Executive Officer,1157717.42,NA,NA,NA,NA,NA
FR29286622489,2019,Other,"Shorty, Ayala",Chairman and Chief Executive Officer,1240423,NA,NA,NA,NA,NA
FR29286622489,2018,Other,"Shorty, Ayala",Chairman and Chief Executive Officer,1322183,NA,NA,NA,NA,NA
FR29286622489,2017,Other,"Montoya, Darien",NA,NA,NA,NA,NA,NA,NA
FR29286622489,2016,Other,"Korionoff, Maya",Chairman of the Management Board,811661,8.5,11.7,53200,NA,NA
FR29286622489,2015,Other,"Korionoff, Maya",Chairman of the Management Board,459766,7.25,9.6,53965,NA,NA
FR29790935556,2021,Other,"Mathews, Dalton",CEO,344043,6.3,7.3,NA,NA,NA
FR29790935556,2020,Other,"Mathews, Dalton",CEO,372518,6.1,7,NA,NA,NA
FR29790935556,2019,Other,"Mathews, Dalton",CEO,365381,6.2,7.1,NA,NA,NA
FR29790935556,2018,Other,"Mathews, Dalton",CEO,583387,9.4,11,NA,NA,NA
FR29790935556,2017,Other,"Mathews, Dalton",CEO,647793,9.4,11.3,NA,NA,NA
FR29790935556,2016,Other,"Mathews, Dalton",CEO,1644187,NA,NA,NA,NA,NA
FR29790935556,2015,Other,"Mathews, Dalton",CEO,2853829,NA,NA,NA,NA,NA
FR30519997580,2021,Other,"Boettcher, Jacob",NA,NA,NA,NA,NA,NA,NA
FR30519997580,2020,Other,"Boettcher, Jacob",NA,NA,NA,NA,NA,NA,NA
FR30519997580,2019,Other,"Boettcher, Jacob",NA,NA,NA,NA,NA,NA,NA
FR30519997580,2018,Other,"Boettcher, Jacob",NA,NA,NA,NA,NA,NA,NA
FR30519997580,2017,Other,"Boettcher, Jacob",NA,NA,NA,NA,NA,NA,NA
FR30519997580,2016,Other,"Boettcher, Jacob",NA,NA,NA,NA,NA,NA,NA
FR30519997580,2015,Other,"Boettcher, Jacob",NA,NA,NA,NA,NA,NA,NA
FR31418048222,2021,Other,"el-Waheed, Dhaahir",Chairman and Chief Executive Officer,705767,7.46,10.67,NA,NA,NA
FR31418048222,2020,Other,"el-Waheed, Dhaahir",Chairman and Chief Executive Officer,753514,4.8,7.23,NA,NA,NA
FR31418048222,2019,Other,"el-Waheed, Dhaahir",Chairman and Chief Executive Officer,217600,11.8,16.2,NA,NA,NA
FR31418048222,2018,Other,"el-Waheed, Dhaahir",Chairman and Chief Executive Officer,870644,NA,NA,NA,NA,NA
FR31418048222,2017,Other,"el-Waheed, Dhaahir",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR31418048222,2016,Other,"el-Waheed, Dhaahir",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR31418048222,2015,Other,"el-Waheed, Dhaahir",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR31453727952,2021,Other,"Singh, Emilia",NA,NA,NA,NA,NA,NA,NA
FR31453727952,2020,Other,"al-Akbari, Humaidaan",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR31453727952,2019,Other,"al-Akbari, Humaidaan",Chairman and Chief Executive Officer,225226,4.47,5.42,NA,NA,NA
FR31453727952,2018,Other,"al-Akbari, Humaidaan",Chairman and Chief Executive Officer,NA,4.7,4.72,NA,NA,NA
FR31453727952,2017,Other,"al-Akbari, Humaidaan",Chairman and Chief Executive Officer,NA,3.13,3.72,NA,NA,NA
FR31453727952,2016,Other,"al-Akbari, Humaidaan",Chairman and Chief Executive Officer,NA,2.97,3.69,NA,NA,NA
FR31453727952,2015,Other,"al-Akbari, Humaidaan",Chairman and Chief Executive Officer,NA,3.14,3.72,NA,NA,NA
FR31678460564,2021,Other,"Atkins, Kylie",NA,NA,NA,NA,NA,NA,NA
FR31678460564,2020,Other,"Atkins, Kylie",NA,NA,NA,NA,NA,NA,NA
FR31678460564,2019,Other,"Atkins, Kylie",NA,NA,NA,NA,NA,NA,NA
FR31678460564,2018,Other,"Atkins, Kylie",NA,NA,NA,NA,NA,NA,NA
FR31678460564,2017,Other,"Atkins, Kylie",NA,NA,NA,NA,NA,NA,NA
FR31678460564,2016,Other,"Atkins, Kylie",NA,NA,NA,NA,NA,NA,NA
FR31678460564,2015,Other,"Atkins, Kylie",NA,NA,NA,NA,NA,NA,NA
FR31695411245,2021,Other,"Flood, Marie",Chairman and Chief Executive Officer,209040,NA,NA,NA,NA,NA
FR31695411245,2020,Other,"Flood, Marie",Chairman and Chief Executive Officer,209040,NA,NA,NA,NA,NA
FR31695411245,2019,Other,"Flood, Marie",Chairman and Chief Executive Officer,162000,NA,NA,NA,NA,NA
FR31695411245,2018,Other,"Flood, Marie",Chairman and Chief Executive Officer,200220,NA,NA,NA,NA,NA
FR31695411245,2017,Other,"Smith, Ahsha",NA,NA,NA,NA,NA,NA,NA
FR31695411245,2016,Other,"Smith, Ahsha",NA,NA,NA,NA,NA,NA,NA
FR31695411245,2015,Other,"Smith, Ahsha",NA,NA,NA,NA,NA,NA,NA
FR32531611530,2021,Other,"Koster, Alyxandria",CEO,1352603,8.99,9.57,NA,NA,NA
FR32531611530,2020,Other,"Koster, Alyxandria",CEO,1126460,4.29,4.92,NA,NA,NA
FR32531611530,2019,Other,"Koster, Alyxandria",CEO,1342757,NA,NA,NA,NA,NA
FR32531611530,2018,Other,"Koster, Alyxandria",CEO,834288,NA,NA,NA,NA,NA
FR32531611530,2017,Other,"Koster, Alyxandria",CEO,977000,NA,NA,NA,NA,NA
FR32531611530,2016,Other,"Koster, Alyxandria",CEO,893821,8.05,8.19,NA,NA,NA
FR32531611530,2015,Other,"Koster, Alyxandria",CEO,350000,3.1,3.66,NA,NA,NA
FR34665732318,2021,Other,"Tamada, Eric",Chairman and Chief Executive Officer,NA,1.02,1.02,NA,NA,NA
FR34665732318,2020,Other,"Tamada, Eric",Chairman and Chief Executive Officer,380992,0.99,1.02,NA,NA,NA
FR34665732318,2019,Other,"Tamada, Eric",Chairman and Chief Executive Officer,232081,1.2,1.11,NA,NA,NA
FR34665732318,2018,Other,"Tamada, Eric",Chairman and Chief Executive Officer,100000,1.04,1.01,NA,NA,NA
FR34665732318,2017,Other,"Macias-Gonzalez, Melissa",NA,NA,NA,NA,NA,NA,NA
FR34665732318,2016,Other,"Macias-Gonzalez, Melissa",NA,NA,NA,NA,NA,NA,NA
FR34665732318,2015,Other,"Macias-Gonzalez, Melissa",NA,NA,NA,NA,NA,NA,NA
FR34795391035,2021,Other,"Matz, Wyatt",CEO,467867,6.2,7.41,NA,NA,NA
FR34795391035,2020,Other,"Matz, Wyatt",CEO,256200,7.66,5.07,NA,NA,NA
FR34795391035,2019,Other,"Matz, Wyatt",CEO,291198,NA,NA,NA,NA,NA
FR34795391035,2018,Other,"Matz, Wyatt",CEO,255600,NA,NA,NA,NA,NA
FR34795391035,2017,Other,"Matz, Wyatt",CEO,255600,NA,NA,NA,NA,NA
FR34795391035,2016,Other,"Matz, Wyatt",CEO,194600,NA,NA,NA,NA,NA
FR34795391035,2015,Other,"Matz, Wyatt",CEO,204600,NA,NA,NA,NA,NA
FR35695454927,2021,Other,"Sowell, Jared",Chairman and Chief Executive Officer,483629,12.57,15.2,41040,NA,NA
FR35695454927,2020,Other,"Sowell, Jared",Chairman and Chief Executive Officer,516000,8.1,9.7,35676,NA,NA
FR35695454927,2019,Other,"Sowell, Jared",Chairman and Chief Executive Officer,336000,15.1,18.8,27420,NA,NA
FR35695454927,2018,Other,"Sowell, Jared",Chairman and Chief Executive Officer,336000,13.2,17.4,29208,NA,NA
FR35695454927,2017,Other,"Sowell, Jared",Chairman and Chief Executive Officer,386000,10.2,13.6,28332,NA,NA
FR35695454927,2016,Other,"Sowell, Jared",Chairman and Chief Executive Officer,400000,14.6,19,27432,NA,NA
FR35695454927,2015,Other,"Sowell, Jared",Chairman and Chief Executive Officer,486000,12.2,16.7,27552,NA,NA
FR35894115504,2021,Other,"Taylor, Dalmarin",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR35894115504,2020,Other,"el-Khawaja, Abdul Ghafoor",CEO,NA,NA,NA,NA,NA,NA
FR35894115504,2019,Other,"Taylor, Dalmarin",Chairman and Chief Executive Officer,NA,1.05,NA,90693,77000,NA
FR35894115504,2018,Other,"el-Khawaja, Abdul Ghafoor",CEO,95143,2,NA,92259,74750,NA
FR35894115504,2017,Other,"el-Khawaja, Abdul Ghafoor",CEO,149688,2.91,NA,96469,92237,NA
FR35894115504,2016,Other,"el-Khawaja, Abdul Ghafoor",CEO,187000,1.55,NA,120645,126690,NA
FR35894115504,2015,Other,"el-Khawaja, Abdul Ghafoor",CEO,NA,NA,NA,109692,107666,NA
FR36441577645,2021,Other,"Chavez, Cinthia",CEO,NA,NA,NA,NA,NA,NA
FR36441577645,2020,Other,"Chavez, Cinthia",CEO,1645624,7.47,10.13,59614,NA,NA
FR36441577645,2019,Other,"Chavez, Cinthia",CEO,519132,7.89,10.29,64108,NA,NA
FR36441577645,2018,Other,"Chavez, Cinthia",CEO,705949,5.07,6.35,64437,NA,NA
FR36441577645,2017,Other,"Chavez, Cinthia",CEO,332775,4.96,6.04,69691,NA,NA
FR36441577645,2016,Other,"Chavez, Cinthia",CEO,273609,4.36,5.6,60590,NA,NA
FR36441577645,2015,Other,"al-Amara, Jaasir",NA,223360,NA,NA,NA,NA,NA
FR36474796196,2021,Other,"Whiteskunk, Renee",Chairman and Chief Executive Officer,611200,3.83,4.64,NA,NA,NA
FR36474796196,2020,Other,"Whiteskunk, Renee",Chairman and Chief Executive Officer,506533,3.93,4.77,NA,NA,NA
FR36474796196,2019,Other,"Whiteskunk, Renee",Chairman and Chief Executive Officer,666166,4.51,5.3,NA,NA,NA
FR36474796196,2018,Other,"Whiteskunk, Renee",Chairman and Chief Executive Officer,290600,7.64,8.64,NA,NA,NA
FR36474796196,2017,Other,"Whiteskunk, Renee",Chairman and Chief Executive Officer,560984,5.52,6.5,NA,NA,NA
FR36474796196,2016,Other,"Whiteskunk, Renee",Chairman and Chief Executive Officer,457640,7.67,9.07,NA,NA,NA
FR36474796196,2015,Other,"Whiteskunk, Renee",Chairman and Chief Executive Officer,550000,8.93,10.12,NA,NA,NA
FR36906153387,2021,Other,"Jones, Andrew",Chairman and Chief Executive Officer,1645500,3,5,NA,NA,NA
FR36906153387,2020,Other,"Jones, Andrew",Chairman and Chief Executive Officer,641000,3,9,NA,NA,NA
FR36906153387,2019,Other,"Jones, Andrew",Chairman and Chief Executive Officer,797000,8,19,NA,NA,NA
FR36906153387,2018,Other,"Jones, Andrew",Chairman and Chief Executive Officer,1214000,7,16,NA,NA,NA
FR36906153387,2017,Other,"Jones, Andrew",Chairman and Chief Executive Officer,1044000,5,10,NA,NA,NA
FR36906153387,2016,Other,"Jones, Andrew",Chairman and Chief Executive Officer,620000,7,13,NA,NA,NA
FR36906153387,2015,Other,"Jones, Andrew",Chairman and Chief Executive Officer,819000,7,12,NA,NA,NA
FR36934639159,2021,Other,"Porter, Emnet",NA,NA,NA,NA,NA,NA,NA
FR36934639159,2020,Other,"Dobey, Anthony",CEO,0,NA,NA,NA,NA,NA
FR36934639159,2019,Other,"Porter, Emnet",NA,NA,NA,NA,NA,NA,NA
FR36934639159,2018,Other,"Porter, Emnet",NA,NA,NA,NA,NA,NA,NA
FR36934639159,2017,Other,"Porter, Emnet",NA,NA,NA,NA,NA,NA,NA
FR36934639159,2016,Other,"Porter, Emnet",NA,NA,NA,NA,NA,NA,NA
FR36934639159,2015,Other,"Porter, Emnet",NA,NA,NA,NA,NA,NA,NA
FR37045662307,2021,Other,"Calano, Ian",Chairman and Chief Executive Officer,234816,7.26,7.46,32323,31470,NA
FR37045662307,2020,Other,"Calano, Ian",Chairman and Chief Executive Officer,217884,6.21,6.7,35073,32490,NA
FR37045662307,2019,Other,"Calano, Ian",Chairman and Chief Executive Officer,146000,NA,NA,NA,NA,NA
FR37045662307,2018,Other,"Calano, Ian",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR37045662307,2017,Other,"Calano, Ian",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR37045662307,2016,Other,"Calano, Ian",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR37045662307,2015,Other,"Bland, Kimora",NA,NA,NA,NA,NA,NA,NA
FR37326973939,2021,Other,"al-Kamali, Khaleel",Chairman and Chief Executive Officer,906961,13.3,17.1,NA,NA,NA
FR37326973939,2020,Other,"al-Kamali, Khaleel",Chairman and Chief Executive Officer,497994,5.7,8,NA,NA,NA
FR37326973939,2019,Other,"al-Kamali, Khaleel",Chairman and Chief Executive Officer,368020,5,7.4,NA,NA,NA
FR37326973939,2018,Other,"al-Kamali, Khaleel",Chairman and Chief Executive Officer,375840,6.4,8.7,NA,NA,NA
FR37326973939,2017,Other,"al-Kamali, Khaleel",Chairman and Chief Executive Officer,371852,6.1,8.5,NA,NA,NA
FR37326973939,2016,Other,"al-Kamali, Khaleel",Chairman and Chief Executive Officer,358401,NA,NA,NA,NA,NA
FR37326973939,2015,Other,"al-Kamali, Khaleel",Chairman and Chief Executive Officer,360730,NA,NA,NA,NA,NA
FR37342768421,2021,Other,"el-Jan, Abdur Raqeeb",NA,NA,NA,NA,NA,NA,NA
FR37342768421,2020,Other,"el-Jan, Abdur Raqeeb",NA,NA,NA,NA,NA,NA,NA
FR37342768421,2019,Other,"el-Jan, Abdur Raqeeb",NA,NA,NA,NA,NA,NA,NA
FR37342768421,2018,Other,"el-Jan, Abdur Raqeeb",NA,NA,NA,NA,NA,NA,NA
FR37342768421,2017,Other,"el-Jan, Abdur Raqeeb",NA,NA,NA,NA,NA,NA,NA
FR37342768421,2016,Other,"el-Jan, Abdur Raqeeb",NA,NA,NA,NA,NA,NA,NA
FR37342768421,2015,Other,"el-Jan, Abdur Raqeeb",NA,NA,NA,NA,NA,NA,NA
FR37485325022,2021,Other,"Mitchell, Barbara",Chairman of the Management Board,769138,11,15,NA,NA,NA
FR37485325022,2020,Other,"Tierney, Angela","Chairman of the Management Board, President and Chief Executive Officer",648526,11,14,NA,NA,NA
FR37485325022,2019,Other,"Tierney, Angela","Chairman of the Management Board, President and Chief Executive Officer",1498693,11,NA,NA,NA,NA
FR37485325022,2018,Other,"Tierney, Angela","Chairman of the Management Board, President and Chief Executive Officer",644400,NA,NA,NA,NA,NA
FR37485325022,2017,Other,"Tierney, Angela","Chairman of the Management Board, President and Chief Executive Officer",1208098,NA,NA,NA,NA,NA
FR37485325022,2016,Other,"Tierney, Angela","Chairman of the Management Board, President and Chief Executive Officer",591018,NA,NA,NA,NA,NA
FR37485325022,2015,Other,"Tierney, Angela","Chairman of the Management Board, President and Chief Executive Officer",1857599,12,15,NA,NA,NA
FR37533653336,2021,Other,"Clark, Ashlee",NA,NA,NA,NA,NA,NA,NA
FR37533653336,2020,Other,"Clark, Ashlee",NA,NA,NA,NA,NA,NA,NA
FR37533653336,2019,Other,"Clark, Ashlee",NA,NA,NA,NA,NA,NA,NA
FR37533653336,2018,Other,"Clark, Ashlee",NA,NA,NA,NA,NA,NA,NA
FR37533653336,2017,Other,"Clark, Ashlee",NA,NA,NA,NA,NA,NA,NA
FR37533653336,2016,Other,"Clark, Ashlee",NA,NA,NA,NA,NA,NA,NA
FR37533653336,2015,Other,"Clark, Ashlee",NA,NA,NA,NA,NA,NA,NA
FR38126261769,2021,Other,"Carney, Shyanne",NA,NA,NA,NA,NA,NA,NA
FR38126261769,2020,Other,"Carney, Shyanne",NA,NA,NA,NA,NA,NA,NA
FR38126261769,2019,Other,"Carney, Shyanne",NA,NA,NA,NA,NA,NA,NA
FR38126261769,2018,Other,"Carney, Shyanne",NA,NA,NA,NA,NA,NA,NA
FR38126261769,2017,Other,"Carney, Shyanne",NA,NA,NA,NA,NA,NA,NA
FR38126261769,2016,Other,"Carney, Shyanne",NA,NA,NA,NA,NA,NA,NA
FR38126261769,2015,Other,"Carney, Shyanne",NA,NA,NA,NA,NA,NA,NA
FR38520439667,2021,Other,"Waddell, Alexa",NA,NA,NA,NA,NA,NA,NA
FR38520439667,2020,Other,"Waddell, Alexa",NA,NA,NA,NA,NA,NA,NA
FR38520439667,2019,Other,"Waddell, Alexa",NA,NA,NA,NA,NA,NA,NA
FR38520439667,2018,Other,"Waddell, Alexa",NA,NA,NA,NA,NA,NA,NA
FR38520439667,2017,Other,"Waddell, Alexa",NA,NA,NA,NA,NA,NA,NA
FR38520439667,2016,Other,"Waddell, Alexa",NA,NA,NA,NA,NA,NA,NA
FR38520439667,2015,Other,"Waddell, Alexa",NA,NA,NA,NA,NA,NA,NA
FR41461624701,2021,Other,"Rustin, Brittany",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR41461624701,2020,Other,"Rustin, Brittany",Chairman and Chief Executive Officer,520000,12.5,13.8,41549,37810,NA
FR41461624701,2019,Other,"Rustin, Brittany",Chairman and Chief Executive Officer,530000,NA,NA,NA,NA,NA
FR41461624701,2018,Other,"Rustin, Brittany",Chairman and Chief Executive Officer,530000,NA,NA,NA,NA,NA
FR41461624701,2017,Other,"Rustin, Brittany",Chairman and Chief Executive Officer,440585,NA,NA,NA,NA,NA
FR41461624701,2016,Other,"Rustin, Brittany",Chairman and Chief Executive Officer,375843,NA,NA,NA,NA,NA
FR41461624701,2015,Other,"Rustin, Brittany",Chairman and Chief Executive Officer,421843,8.3,10.4,50626,40484,NA
FR42661389219,2021,Other,"Butcher, Makayla",Chairman and Chief Executive Officer,NA,10.7,14.8,NA,NA,NA
FR42661389219,2020,Other,"Butcher, Makayla",Chairman and Chief Executive Officer,NA,10.6,14.4,NA,NA,NA
FR42661389219,2019,Other,"Butcher, Makayla",Chairman and Chief Executive Officer,NA,16.4,22.8,NA,NA,NA
FR42661389219,2018,Other,"Butcher, Makayla",Chairman and Chief Executive Officer,NA,16.2,22.6,NA,NA,NA
FR42661389219,2017,Other,"Butcher, Makayla",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR42661389219,2016,Other,"Butcher, Makayla",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR42661389219,2015,Other,"Butcher, Makayla",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR42716765415,2021,Other,"Burnsed, Damon",CEO,200000,5.8,7.2,NA,NA,NA
FR42716765415,2020,Other,"Burnsed, Damon",CEO,200000,6,7.4,NA,NA,NA
FR42716765415,2019,Other,"Burnsed, Damon",CEO,200000,6.1,7.8,NA,NA,NA
FR42716765415,2018,Other,"Burnsed, Damon",CEO,200000,6.4,8,NA,NA,NA
FR42716765415,2017,Other,"Burnsed, Damon",CEO,200000,6.6,8,NA,NA,NA
FR42716765415,2016,Other,"Miller, Lamont",NA,NA,NA,NA,NA,NA,NA
FR42716765415,2015,Other,"Miller, Lamont",NA,NA,NA,NA,NA,NA,NA
FR43075449830,2021,Other,"Hicks, Dimitri",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR43075449830,2020,Other,"Hicks, Dimitri",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR43075449830,2019,Other,"Hicks, Dimitri",Chairman and Chief Executive Officer,287201,4.1,4.7,70212,61000,NA
FR43075449830,2018,Other,"Hicks, Dimitri",Chairman and Chief Executive Officer,289465,4.3,5,67472,57892,NA
FR43075449830,2017,Other,"Hicks, Dimitri",Chairman and Chief Executive Officer,278959,4.3,4.9,65528,56650,NA
FR43075449830,2016,Other,"Hicks, Dimitri",Chairman and Chief Executive Officer,254114,3.9,4.4,64967,58000,NA
FR43075449830,2015,Other,"Hicks, Dimitri",Chairman and Chief Executive Officer,284524,3.6,3.8,59153,55832,NA
FR43555123328,2021,Other,"al-Huq, Nadheera",Chairman and Chief Executive Officer,2208000,4.2,5.03,55935,44574,NA
FR43555123328,2020,Other,"al-Huq, Nadheera",Chairman and Chief Executive Officer,916000,13.2,15.8,56445,47188,NA
